time	roll	pitch	yew	p	q	r	Ail	Ele	Rud	Throttle	dt	freq
2.1244	-7.8	12.43	-92.27	0.19	0.72	-0.36	1515	1500	1514	1076	0.0029	344
2.1274	-7.76	12.36	-92.28	-0.42	0.54	-0.24	1515	1500	1514	1076	0.003	338
2.1303	-7.71	12.29	-92.29	-0.12	0.66	-0.06	1515	1500	1514	1076	0.0029	344
2.1332	-7.66	12.23	-92.3	0.25	0.6	-0.12	1515	1500	1514	1076	0.0029	344
2.1361	-7.62	12.16	-92.31	0	0.29	-0.12	1515	1500	1514	1076	0.0029	344
2.139	-7.57	12.09	-92.31	-0.24	0.96	-0.24	1515	1500	1514	1076	0.0029	345
2.1419	-7.53	12.03	-92.32	-0.06	0.6	-0.24	1515	1500	1514	1076	0.0029	344
2.1448	-7.48	11.96	-92.33	-0.12	0.72	0.13	1515	1500	1514	1076	0.0029	345
2.1477	-7.44	11.9	-92.34	-0.18	0.96	-0.24	1515	1500	1514	1076	0.0029	344
2.1506	-7.4	11.84	-92.35	-0.06	0.78	-0.06	1515	1500	1514	1076	0.0029	344
2.1535	-7.36	11.77	-92.36	-0.42	0.96	-0.36	1515	1500	1514	1076	0.0029	344
2.1564	-7.31	11.7	-92.36	-0.3	0.84	-0.06	1515	1500	1514	1076	0.0029	341
2.1593	-7.27	11.64	-92.37	-0.36	0.9	-0.18	1515	1500	1514	1076	0.0029	345
2.1622	-7.23	11.58	-92.38	0	0.6	-0.18	1515	1500	1514	1076	0.0029	344
2.1651	-7.19	11.52	-92.39	-0.49	0.78	-0.3	1515	1500	1514	1076	0.0029	345
2.168	-7.14	11.46	-92.39	-0.12	0.84	-0.48	1515	1500	1514	1076	0.0029	344
2.1709	-7.1	11.4	-92.4	-0.12	0.78	-0.48	1515	1500	1514	1076	0.0029	340
2.1738	-7.06	11.34	-92.41	-0.06	0.72	-0.24	1515	1500	1514	1076	0.0029	345
2.1767	-7.02	11.28	-92.42	-0.18	0.96	-0.24	1515	1500	1514	1076	0.0029	345
2.1796	-6.97	11.22	-92.42	-0.06	0.6	-0.06	1515	1500	1514	1076	0.0029	344
2.1825	-6.93	11.16	-92.43	-0.24	0.41	0.19	1515	1500	1514	1076	0.0029	345
2.1855	-6.89	11.1	-92.44	-0.24	0.54	-0.3	1515	1500	1514	1076	0.003	338
2.1884	-6.85	11.04	-92.44	-0.18	0.78	0.06	1515	1500	1514	1076	0.0029	344
2.1913	-6.81	10.98	-92.45	-0.06	0.54	-0.24	1515	1500	1514	1076	0.0029	345
2.1942	-6.77	10.92	-92.46	-0.06	0.84	-0.12	1515	1500	1514	1076	0.0029	345
2.1971	-6.73	10.86	-92.47	-0.12	0.54	-0.42	1515	1500	1514	1076	0.0029	345
2.2	-6.69	10.81	-92.47	-0.36	0.96	-0.18	1515	1500	1514	1076	0.0029	341
2.2029	-6.65	10.75	-92.48	-0.18	0.9	0.06	1515	1500	1514	1076	0.0029	344
2.2058	-6.61	10.69	-92.48	0	0.66	-0.18	1515	1500	1514	1076	0.0029	344
2.2087	-6.57	10.63	-92.49	-0.24	0.84	-0.18	1515	1500	1514	1076	0.0029	345
2.2116	-6.53	10.58	-92.5	0.06	0.6	-0.55	1515	1500	1514	1076	0.0029	344
2.2145	-6.49	10.52	-92.51	-0.12	0.78	-0.55	1515	1500	1514	1076	0.0029	343
2.2174	-6.45	10.46	-92.51	0.06	0.72	-0.12	1515	1500	1514	1076	0.0029	345
2.2203	-6.41	10.41	-92.52	-0.12	0.66	-0.18	1515	1500	1514	1076	0.0029	344
2.2232	-6.38	10.35	-92.52	-0.24	0.66	-0.55	1515	1500	1514	1076	0.0029	345
2.2261	-6.34	10.29	-92.53	0	0.78	-0.36	1515	1500	1514	1076	0.0029	345
2.229	-6.3	10.24	-92.54	0	0.78	-0.24	1515	1500	1514	1076	0.0029	344
2.2319	-6.26	10.19	-92.54	-0.18	0.6	-0.06	1515	1500	1514	1076	0.0029	345
2.2348	-6.22	10.13	-92.55	-0.06	0.78	0.06	1515	1500	1514	1076	0.0029	345
2.2377	-6.18	10.08	-92.55	-0.12	0.84	-0.18	1515	1500	1514	1076	0.0029	344
2.2406	-6.14	10.02	-92.56	-0.18	0.78	-0.12	1515	1500	1514	1076	0.0029	344
2.2435	-6.11	9.97	-92.56	-0.3	0.9	0.13	1515	1500	1514	1076	0.0029	344
2.2464	-6.07	9.92	-92.57	-0.18	1.02	0	1515	1500	1514	1076	0.0029	345
2.2493	-6.04	9.87	-92.57	-0.06	0.72	-0.18	1515	1500	1514	1076	0.0029	344
2.2522	-6	9.81	-92.58	-0.24	0.96	-0.12	1515	1500	1514	1076	0.0029	344
2.2551	-5.96	9.76	-92.58	-0.24	0.54	0.13	1515	1500	1514	1076	0.0029	345
2.258	-5.93	9.71	-92.59	-0.18	0.78	-0.24	1515	1500	1514	1076	0.0029	344
2.2609	-5.9	9.66	-92.59	-0.06	0.84	-0.06	1515	1500	1514	1076	0.0029	345
2.2638	-5.86	9.61	-92.6	-0.24	0.54	-0.36	1515	1500	1514	1076	0.0029	344
2.2667	-5.83	9.56	-92.6	-0.3	0.66	-0.18	1515	1500	1514	1076	0.0029	344
2.2696	-5.79	9.51	-92.61	-0.06	0.6	-0.24	1515	1500	1514	1076	0.0029	345
2.2725	-5.76	9.46	-92.61	-0.24	0.48	-0.06	1515	1500	1514	1076	0.0029	345
2.2754	-5.72	9.41	-92.62	-0.24	0.66	-0.3	1515	1500	1514	1076	0.0029	345
2.2783	-5.69	9.36	-92.62	-0.24	1.15	-0.06	1515	1500	1514	1076	0.0029	344
2.2813	-5.66	9.31	-92.63	-0.06	0.66	-0.06	1515	1500	1514	1076	0.003	334
2.2842	-5.62	9.26	-92.63	0.12	0.48	-0.42	1515	1500	1514	1076	0.0029	345
2.2871	-5.59	9.21	-92.64	0.06	0.78	-0.24	1515	1500	1514	1076	0.0029	345
2.29	-5.55	9.17	-92.64	-0.18	0.84	0	1515	1500	1514	1076	0.0029	344
2.2929	-5.52	9.12	-92.65	-0.18	0.72	0	1515	1500	1514	1076	0.0029	344
2.2958	-5.49	9.08	-92.65	0.25	0.66	-0.18	1515	1500	1514	1076	0.0029	341
2.2987	-5.46	9.03	-92.66	-0.12	0.84	0	1515	1500	1514	1076	0.0029	344
2.3016	-5.42	8.98	-92.66	0	0.84	-0.36	1515	1500	1514	1076	0.0029	345
2.3045	-5.4	8.94	-92.66	-0.42	0.72	-0.18	1515	1500	1514	1076	0.0029	345
2.3074	-5.37	8.89	-92.67	-0.18	0.66	0	1515	1500	1514	1076	0.0029	345
2.3103	-5.33	8.85	-92.67	-0.49	0.96	-0.3	1515	1500	1514	1076	0.0029	345
2.3132	-5.31	8.8	-92.67	-0.18	0.84	0.25	1515	1500	1514	1076	0.0029	344
2.3161	-5.27	8.76	-92.68	0	0.66	-0.42	1515	1500	1514	1076	0.0029	339
2.319	-5.24	8.71	-92.68	-0.36	0.72	-0.3	1515	1500	1514	1076	0.0029	344
2.3219	-5.21	8.67	-92.69	-0.12	0.72	-0.06	1515	1500	1514	1076	0.0029	345
2.3248	-5.18	8.63	-92.69	-0.24	0.78	-0.3	1515	1500	1514	1076	0.0029	344
2.3277	-5.15	8.58	-92.7	-0.36	0.84	0	1515	1500	1514	1076	0.0029	345
2.3306	-5.12	8.54	-92.7	-0.18	0.48	-0.36	1515	1500	1514	1076	0.0029	346
2.3335	-5.09	8.49	-92.7	-0.3	0.78	-0.3	1515	1500	1514	1076	0.0029	345
2.3364	-5.06	8.45	-92.71	-0.18	0.66	-0.42	1515	1500	1514	1076	0.0029	344
2.3393	-5.03	8.4	-92.71	-0.12	0.66	-0.18	1515	1500	1514	1076	0.0029	344
2.3422	-5	8.36	-92.71	-0.24	0.78	0	1515	1500	1514	1076	0.0029	344
2.3451	-4.97	8.32	-92.72	-0.12	0.48	-0.42	1515	1500	1514	1076	0.0029	344
2.348	-4.94	8.28	-92.72	-0.24	0.84	-0.12	1515	1500	1514	1076	0.0029	344
2.3509	-4.91	8.24	-92.73	-0.24	0.9	-0.3	1515	1500	1514	1076	0.0029	345
2.3538	-4.89	8.19	-92.73	-0.42	0.84	-0.12	1515	1500	1514	1076	0.0029	344
2.3567	-4.86	8.15	-92.73	-0.06	0.84	-0.12	1515	1500	1514	1076	0.0029	344
2.3596	-4.83	8.11	-92.73	-0.36	0.84	-0.18	1515	1500	1514	1076	0.0029	345
2.3625	-4.8	8.07	-92.74	-0.12	0.84	-0.06	1515	1500	1514	1076	0.0029	345
2.3654	-4.77	8.03	-92.74	-0.24	0.66	-0.12	1515	1500	1514	1076	0.0029	344
2.3683	-4.74	7.99	-92.74	0.06	0.72	-0.24	1515	1500	1514	1076	0.0029	344
2.3712	-4.71	7.95	-92.75	-0.36	0.54	-0.12	1515	1500	1514	1076	0.0029	345
2.3741	-4.68	7.91	-92.75	-0.24	0.72	-0.36	1515	1500	1514	1076	0.0029	345
2.377	-4.65	7.87	-92.75	0	0.78	0	1515	1500	1514	1076	0.0029	344
2.3799	-4.63	7.83	-92.76	-0.12	0.54	-0.24	1515	1500	1514	1076	0.0029	345
2.3828	-4.6	7.79	-92.76	-0.12	0.9	-0.3	1515	1500	1514	1076	0.0029	345
2.3857	-4.57	7.75	-92.76	-0.24	0.84	0.06	1515	1500	1514	1076	0.0029	345
2.3886	-4.54	7.71	-92.77	-0.24	0.96	-0.18	1515	1500	1514	1076	0.0029	345
2.3915	-4.51	7.67	-92.77	-0.06	0.78	-0.06	1515	1500	1514	1076	0.0029	345
2.3944	-4.48	7.63	-92.77	0.06	0.6	0	1515	1500	1514	1076	0.0029	344
2.3973	-4.46	7.59	-92.78	-0.24	0.66	-0.3	1515	1500	1514	1076	0.0029	345
2.4002	-4.43	7.55	-92.78	-0.06	0.78	-0.12	1515	1500	1514	1076	0.0029	345
2.4031	-4.4	7.52	-92.78	0	0.6	-0.24	1515	1500	1514	1076	0.0029	345
2.406	-4.38	7.48	-92.78	-0.18	0.72	-0.36	1515	1500	1514	1076	0.0029	344
2.4089	-4.35	7.44	-92.79	-0.36	0.96	-0.3	1515	1500	1514	1076	0.0029	344
2.4118	-4.32	7.41	-92.79	0	0.72	-0.24	1515	1500	1514	1076	0.0029	345
2.4147	-4.3	7.37	-92.79	-0.42	0.66	-0.18	1515	1500	1514	1076	0.0029	344
2.4176	-4.27	7.33	-92.8	-0.36	0.48	-0.24	1515	1500	1514	1076	0.0029	345
2.4205	-4.25	7.29	-92.8	0	0.84	-0.12	1515	1500	1514	1076	0.0029	344
2.4234	-4.22	7.25	-92.8	-0.3	0.78	-0.12	1515	1500	1514	1076	0.0029	344
2.4263	-4.2	7.22	-92.8	-0.12	0.6	0.06	1515	1500	1514	1076	0.0029	345
2.4292	-4.17	7.18	-92.81	-0.06	0.66	-0.18	1515	1500	1514	1076	0.0029	345
2.4321	-4.14	7.15	-92.81	-0.36	0.66	-0.36	1515	1500	1514	1076	0.0029	345
2.435	-4.12	7.11	-92.81	-0.12	0.78	-0.12	1515	1500	1514	1076	0.0029	345
2.4379	-4.09	7.07	-92.81	-0.3	0.84	0	1515	1500	1514	1076	0.0029	344
2.4408	-4.07	7.04	-92.82	0	0.78	-0.18	1515	1500	1514	1076	0.0029	345
2.4437	-4.04	7	-92.82	-0.24	0.78	-0.06	1515	1500	1514	1076	0.0029	345
2.4466	-4.02	6.97	-92.82	0	0.84	-0.61	1515	1500	1514	1076	0.0029	344
2.4495	-3.99	6.94	-92.82	0	0.41	0.13	1515	1500	1514	1076	0.0029	344
2.4524	-3.97	6.9	-92.83	-0.3	1.02	-0.48	1515	1500	1514	1076	0.0029	344
2.4553	-3.95	6.87	-92.83	0.19	0.54	-0.3	1515	1500	1514	1076	0.0029	345
2.4582	-3.92	6.83	-92.83	-0.24	0.78	-0.3	1515	1500	1514	1076	0.0029	344
2.4611	-3.9	6.8	-92.83	0.12	0.72	-0.12	1515	1500	1514	1076	0.0029	344
2.464	-3.87	6.77	-92.84	-0.18	0.78	-0.42	1515	1500	1514	1076	0.0029	345
2.4669	-3.85	6.74	-92.84	-0.18	0.84	0.13	1515	1500	1514	1076	0.0029	344
2.4698	-3.83	6.7	-92.84	-0.12	0.84	-0.18	1515	1500	1514	1076	0.0029	344
2.4727	-3.8	6.67	-92.84	-0.18	0.48	-0.18	1515	1500	1514	1076	0.0029	344
2.4756	-3.78	6.64	-92.85	0	0.66	-0.42	1515	1500	1514	1076	0.0029	345
2.4785	-3.76	6.61	-92.85	-0.42	0.6	0.13	1515	1500	1514	1076	0.0029	345
2.4814	-3.74	6.57	-92.85	-0.06	0.66	0.06	1515	1500	1514	1076	0.0029	344
2.4843	-3.71	6.54	-92.85	-0.18	0.78	0.06	1515	1500	1514	1076	0.0029	344
2.4872	-3.69	6.51	-92.85	-0.12	0.9	-0.36	1515	1500	1514	1076	0.0029	345
2.4901	-3.67	6.48	-92.85	0.12	0.66	-0.55	1515	1500	1514	1076	0.0029	345
2.493	-3.65	6.45	-92.86	0.06	0.78	-0.06	1515	1500	1514	1076	0.0029	344
2.4959	-3.63	6.42	-92.86	-0.18	0.9	-0.42	1515	1500	1514	1076	0.0029	345
2.4988	-3.6	6.39	-92.86	-0.06	0.78	-0.12	1515	1500	1514	1076	0.0029	345
2.5017	-3.58	6.36	-92.86	0.06	0.84	-0.24	1515	1500	1514	1076	0.0029	344
2.5046	-3.56	6.33	-92.86	0	0.72	0	1515	1500	1514	1076	0.0029	345
2.5075	-3.54	6.3	-92.86	-0.06	0.54	-0.24	1515	1500	1514	1076	0.0029	344
2.5104	-3.51	6.27	-92.86	-0.06	0.72	0.06	1515	1500	1514	1076	0.0029	344
2.5133	-3.49	6.24	-92.87	-0.12	0.78	-0.18	1515	1500	1514	1076	0.0029	345
2.5162	-3.47	6.21	-92.87	-0.12	0.66	-0.36	1515	1500	1514	1076	0.0029	345
2.5191	-3.45	6.17	-92.87	-0.06	0.6	-0.24	1515	1500	1514	1076	0.0029	345
2.522	-3.43	6.15	-92.87	-0.3	0.66	0	1515	1500	1514	1076	0.0029	344
2.5249	-3.41	6.12	-92.87	-0.12	0.66	-0.24	1515	1500	1514	1076	0.0029	344
2.5278	-3.39	6.09	-92.87	-0.24	0.66	-0.18	1515	1500	1514	1076	0.0029	345
2.5307	-3.37	6.06	-92.87	-0.12	0.84	-0.18	1515	1500	1514	1076	0.0029	344
2.5336	-3.35	6.03	-92.88	0.06	0.66	-0.06	1515	1500	1514	1076	0.0029	344
2.5365	-3.32	6	-92.88	0.31	0.78	-0.06	1515	1500	1514	1076	0.0029	344
2.5394	-3.3	5.97	-92.88	-0.06	0.78	-0.3	1515	1500	1514	1076	0.0029	344
2.5423	-3.28	5.95	-92.88	-0.06	0.66	-0.06	1515	1500	1514	1076	0.0029	345
2.5452	-3.26	5.92	-92.88	-0.06	0.78	0	1515	1500	1514	1076	0.0029	345
2.5481	-3.24	5.89	-92.88	-0.06	0.84	-0.12	1515	1500	1514	1076	0.0029	345
2.551	-3.22	5.86	-92.89	-0.24	0.66	-0.55	1515	1500	1514	1076	0.0029	345
2.5539	-3.2	5.83	-92.89	-0.3	0.72	-0.12	1515	1500	1514	1076	0.0029	344
2.5568	-3.18	5.81	-92.89	-0.06	0.6	-0.36	1515	1500	1514	1076	0.0029	345
2.5597	-3.16	5.78	-92.89	-0.18	0.54	-0.18	1515	1500	1514	1076	0.0029	344
2.5626	-3.15	5.75	-92.89	-0.12	0.84	-0.24	1515	1500	1514	1076	0.0029	344
2.5655	-3.13	5.72	-92.9	-0.12	0.66	-0.12	1515	1500	1514	1076	0.0029	344
2.5684	-3.11	5.7	-92.9	0	0.35	-0.12	1515	1500	1514	1076	0.0029	344
2.5713	-3.09	5.67	-92.9	0	0.84	-0.18	1515	1500	1514	1076	0.0029	344
2.5742	-3.07	5.64	-92.9	-0.3	0.9	-0.3	1515	1500	1514	1076	0.0029	344
2.5771	-3.05	5.62	-92.9	-0.24	0.6	-0.24	1515	1500	1514	1076	0.0029	345
2.58	-3.03	5.59	-92.9	-0.06	0.72	-0.06	1515	1500	1514	1076	0.0029	344
2.5829	-3.01	5.56	-92.9	-0.18	0.78	-0.18	1515	1500	1514	1076	0.0029	344
2.5858	-2.99	5.54	-92.9	-0.18	0.72	-0.18	1515	1500	1514	1076	0.0029	345
2.5887	-2.98	5.51	-92.91	0	0.6	-0.48	1515	1500	1514	1078	0.0029	344
2.5916	-2.96	5.49	-92.91	-0.3	0.84	-0.3	1515	1500	1514	1078	0.0029	344
2.5945	-2.94	5.46	-92.91	0.12	0.72	-0.3	1515	1500	1514	1078	0.0029	345
2.5974	-2.92	5.44	-92.91	0.12	0.6	0.13	1515	1500	1514	1078	0.0029	344
2.6003	-2.91	5.41	-92.91	-0.24	1.09	-0.12	1515	1500	1514	1078	0.0029	345
2.6032	-2.89	5.39	-92.91	0	0.66	-0.12	1515	1500	1514	1078	0.0029	345
2.6061	-2.87	5.36	-92.91	-0.12	0.72	-0.06	1515	1500	1514	1078	0.0029	345
2.609	-2.85	5.33	-92.91	-0.12	0.84	-0.3	1515	1500	1514	1078	0.0029	344
2.6119	-2.83	5.31	-92.91	-0.12	0.66	-0.06	1515	1500	1514	1078	0.0029	344
2.6148	-2.82	5.29	-92.91	0	0.6	-0.18	1515	1500	1514	1078	0.0029	345
2.6177	-2.8	5.26	-92.92	-0.12	0.66	-0.3	1515	1500	1514	1078	0.0029	344
2.6206	-2.78	5.24	-92.92	-0.18	0.6	0.31	1515	1500	1514	1078	0.0029	344
2.6235	-2.77	5.21	-92.92	-0.36	0.72	-0.06	1515	1500	1514	1078	0.0029	345
2.6264	-2.75	5.19	-92.92	-0.12	0.78	-0.18	1515	1500	1514	1078	0.0029	344
2.6293	-2.73	5.17	-92.92	-0.24	0.72	-0.18	1515	1500	1514	1078	0.0029	345
2.6322	-2.72	5.14	-92.92	-0.12	0.6	0	1515	1500	1514	1078	0.0029	344
2.6351	-2.7	5.12	-92.92	-0.06	0.72	-0.06	1515	1500	1514	1078	0.0029	345
2.638	-2.68	5.09	-92.92	0.06	0.6	-0.18	1515	1500	1514	1078	0.0029	345
2.6409	-2.67	5.07	-92.92	-0.24	0.78	-0.06	1515	1500	1514	1078	0.0029	343
2.6438	-2.65	5.04	-92.92	-0.18	0.72	-0.18	1515	1500	1514	1078	0.0029	344
2.6467	-2.64	5.02	-92.92	-0.18	0.48	-0.42	1515	1500	1514	1078	0.0029	344
2.6496	-2.62	5	-92.93	-0.3	0.72	-0.18	1515	1500	1514	1078	0.0029	345
2.6525	-2.61	4.97	-92.93	-0.18	0.66	-0.12	1515	1500	1514	1078	0.0029	345
2.6554	-2.59	4.95	-92.93	-0.24	0.78	-0.06	1515	1500	1514	1078	0.0029	344
2.6583	-2.58	4.93	-92.93	-0.3	0.66	0.31	1515	1500	1514	1078	0.0029	345
2.6612	-2.56	4.9	-92.93	-0.06	0.66	0	1515	1500	1514	1078	0.0029	345
2.6641	-2.54	4.88	-92.93	0	0.96	-0.42	1515	1500	1514	1078	0.0029	344
2.667	-2.53	4.86	-92.93	-0.06	0.72	0.06	1515	1500	1514	1078	0.0029	344
2.6699	-2.51	4.84	-92.93	-0.12	0.41	-0.24	1515	1500	1514	1078	0.0029	344
2.6728	-2.5	4.82	-92.93	-0.36	0.78	0.13	1515	1500	1514	1078	0.0029	344
2.6757	-2.49	4.79	-92.93	-0.18	0.54	0	1515	1500	1514	1078	0.0029	344
2.6786	-2.47	4.78	-92.93	-0.06	0.84	0.13	1515	1500	1514	1078	0.0029	345
2.6815	-2.45	4.75	-92.93	0.06	0.84	-0.3	1515	1500	1514	1078	0.0029	344
2.6844	-2.44	4.73	-92.93	-0.12	0.66	-0.12	1515	1500	1514	1078	0.0029	344
2.6873	-2.42	4.71	-92.93	-0.24	0.66	0	1515	1500	1514	1078	0.0029	345
2.6902	-2.41	4.69	-92.93	-0.12	0.84	-0.12	1515	1500	1514	1078	0.0029	344
2.6931	-2.39	4.67	-92.94	-0.12	0.84	-0.36	1515	1500	1514	1078	0.0029	345
2.696	-2.38	4.65	-92.94	0	0.48	0	1515	1500	1514	1078	0.0029	345
2.6989	-2.36	4.63	-92.94	-0.12	0.54	0	1515	1500	1514	1078	0.0029	344
2.7018	-2.35	4.61	-92.94	-0.3	0.66	-0.12	1515	1500	1514	1078	0.0029	343
2.7047	-2.33	4.59	-92.94	0.06	0.72	0	1515	1500	1514	1078	0.0029	344
2.7076	-2.32	4.57	-92.94	-0.12	0.78	-0.12	1515	1500	1514	1078	0.0029	344
2.7105	-2.3	4.55	-92.94	-0.06	0.54	-0.12	1515	1500	1514	1078	0.0029	344
2.7134	-2.29	4.53	-92.94	0.12	0.66	-0.06	1515	1500	1514	1078	0.0029	344
2.7163	-2.27	4.51	-92.94	0.12	0.84	-0.06	1515	1500	1514	1078	0.0029	344
2.7192	-2.26	4.49	-92.94	-0.3	0.96	0.06	1515	1500	1514	1078	0.0029	344
2.7221	-2.25	4.47	-92.94	-0.18	0.84	-0.3	1515	1500	1514	1078	0.0029	344
2.725	-2.23	4.45	-92.94	-0.24	0.54	-0.12	1515	1500	1514	1078	0.0029	344
2.7279	-2.22	4.43	-92.94	-0.12	0.66	-0.12	1515	1500	1514	1078	0.0029	344
2.7308	-2.2	4.41	-92.94	0	0.78	-0.12	1515	1500	1514	1078	0.0029	344
2.7337	-2.19	4.39	-92.94	-0.06	0.6	-0.3	1515	1500	1514	1078	0.0029	344
2.7366	-2.18	4.37	-92.94	0.31	0.6	-0.12	1515	1500	1514	1078	0.0029	344
2.7395	-2.16	4.35	-92.94	0	0.84	-0.12	1515	1500	1514	1078	0.0029	344
2.7424	-2.15	4.33	-92.95	0	0.84	-0.36	1515	1500	1514	1078	0.0029	344
2.7453	-2.14	4.31	-92.95	-0.18	0.48	-0.3	1515	1500	1514	1078	0.0029	344
2.7482	-2.12	4.29	-92.95	-0.18	0.54	-0.18	1515	1500	1514	1078	0.0029	344
2.7511	-2.11	4.28	-92.95	-0.36	0.72	-0.24	1515	1500	1514	1078	0.0029	344
2.754	-2.1	4.26	-92.95	-0.18	0.66	-0.12	1515	1500	1514	1078	0.0029	344
2.7569	-2.09	4.24	-92.95	-0.12	0.6	0	1515	1500	1514	1078	0.0029	344
2.7598	-2.07	4.22	-92.95	-0.18	0.72	-0.24	1515	1500	1514	1078	0.0029	344
2.7627	-2.06	4.21	-92.95	-0.24	0.66	0.06	1515	1500	1514	1078	0.0029	344
2.7656	-2.04	4.19	-92.95	-0.3	0.54	-0.18	1515	1500	1514	1078	0.0029	344
2.7685	-2.03	4.17	-92.95	0.19	0.96	-0.24	1515	1500	1514	1078	0.0029	344
2.7714	-2.02	4.15	-92.95	-0.18	0.72	0	1515	1500	1514	1078	0.0029	344
2.7743	-2.01	4.13	-92.95	-0.42	0.9	-0.12	1515	1500	1514	1078	0.0029	344
2.7772	-1.99	4.12	-92.95	-0.24	0.66	0	1515	1500	1514	1078	0.0029	344
2.7801	-1.98	4.1	-92.95	-0.06	0.9	-0.3	1515	1500	1514	1078	0.0029	344
2.783	-1.97	4.08	-92.95	0	0.54	-0.3	1515	1500	1514	1078	0.0029	344
2.7859	-1.96	4.06	-92.95	-0.18	0.9	-0.06	1515	1500	1514	1078	0.0029	344
2.7888	-1.95	4.05	-92.95	-0.12	0.78	-0.36	1515	1500	1514	1078	0.0029	344
2.7917	-1.94	4.03	-92.95	0.12	0.66	-0.12	1515	1500	1514	1078	0.0029	344
2.7946	-1.92	4.01	-92.95	0.19	0.84	-0.24	1515	1500	1514	1078	0.0029	344
2.7975	-1.91	4	-92.95	-0.3	0.66	0	1515	1500	1514	1078	0.0029	344
2.8004	-1.9	3.98	-92.96	-0.06	0.78	0.06	1515	1500	1514	1078	0.0029	343
2.8033	-1.89	3.96	-92.95	-0.18	0.9	0	1515	1500	1514	1078	0.0029	344
2.8062	-1.88	3.94	-92.95	-0.42	0.72	0.06	1515	1500	1514	1078	0.0029	344
2.8091	-1.87	3.93	-92.95	-0.18	0.48	0.06	1515	1500	1514	1078	0.0029	344
2.812	-1.86	3.91	-92.95	0.06	0.78	0.06	1515	1500	1514	1078	0.0029	344
2.8149	-1.85	3.9	-92.95	-0.3	0.54	-0.24	1515	1500	1514	1078	0.0029	344
2.8178	-1.83	3.88	-92.95	-0.06	0.78	-0.24	1515	1500	1514	1078	0.0029	344
2.8207	-1.82	3.86	-92.95	0.19	0.72	0.19	1515	1500	1514	1078	0.0029	344
2.8236	-1.81	3.85	-92.95	0.06	0.72	0.13	1515	1500	1514	1078	0.0029	344
2.8265	-1.8	3.83	-92.95	-0.12	0.72	-0.12	1515	1500	1514	1078	0.0029	344
2.8294	-1.79	3.82	-92.95	-0.18	0.6	-0.36	1515	1500	1514	1078	0.0029	344
2.8323	-1.78	3.8	-92.96	-0.18	0.78	-0.36	1515	1500	1514	1078	0.0029	344
2.8352	-1.77	3.78	-92.96	-0.24	0.72	0.13	1515	1500	1514	1078	0.0029	344
2.8381	-1.76	3.77	-92.96	-0.36	0.72	-0.12	1515	1500	1514	1078	0.0029	344
2.841	-1.75	3.75	-92.96	-0.24	0.6	-0.3	1515	1500	1514	1078	0.0029	344
2.8439	-1.73	3.73	-92.96	-0.42	0.84	-0.3	1515	1500	1514	1078	0.0029	344
2.8468	-1.72	3.72	-92.96	0.06	0.78	0.13	1515	1500	1514	1078	0.0029	344
2.8497	-1.71	3.71	-92.96	0.06	0.78	-0.18	1515	1500	1514	1078	0.0029	344
2.8526	-1.7	3.69	-92.96	-0.24	0.35	-0.24	1515	1500	1514	1078	0.0029	344
2.8555	-1.69	3.67	-92.96	-0.49	0.72	-0.24	1515	1500	1514	1078	0.0029	344
2.8584	-1.68	3.66	-92.96	0.25	0.66	-0.48	1515	1500	1514	1078	0.0029	344
2.8613	-1.67	3.64	-92.96	0.12	0.78	-0.42	1515	1500	1514	1078	0.0029	344
2.8642	-1.66	3.63	-92.96	-0.12	0.72	-0.06	1515	1500	1514	1078	0.0029	344
2.8671	-1.65	3.61	-92.96	-0.18	0.6	-0.06	1515	1500	1514	1078	0.0029	344
2.87	-1.64	3.6	-92.96	-0.18	0.66	-0.12	1515	1500	1514	1078	0.0029	344
2.8729	-1.63	3.58	-92.96	-0.3	0.66	-0.36	1515	1500	1514	1078	0.0029	344
2.8758	-1.62	3.57	-92.96	-0.18	0.72	-0.18	1515	1500	1514	1078	0.0029	344
2.8787	-1.61	3.55	-92.96	0	0.41	-0.18	1515	1500	1514	1078	0.0029	344
2.8816	-1.6	3.54	-92.96	-0.12	0.96	-0.12	1515	1500	1514	1078	0.0029	344
2.8845	-1.58	3.52	-92.96	-0.12	0.54	0.13	1515	1500	1514	1078	0.0029	344
2.8874	-1.58	3.51	-92.96	-0.06	0.66	0.13	1515	1500	1514	1078	0.0029	344
2.8903	-1.57	3.5	-92.96	-0.12	0.96	-0.61	1515	1500	1514	1078	0.0029	344
2.8932	-1.56	3.48	-92.96	0.06	0.9	-0.12	1515	1500	1514	1078	0.0029	344
2.8961	-1.55	3.47	-92.96	-0.06	1.09	0	1515	1500	1514	1078	0.0029	344
2.899	-1.54	3.46	-92.96	-0.24	0.72	0	1515	1500	1514	1078	0.0029	344
2.9019	-1.53	3.44	-92.96	-0.3	0.66	-0.3	1515	1500	1514	1078	0.0029	344
2.9048	-1.52	3.43	-92.96	-0.12	0.9	-0.36	1515	1500	1514	1078	0.0029	344
2.9077	-1.51	3.42	-92.96	-0.12	0.6	-0.18	1515	1500	1514	1078	0.0029	344
2.9106	-1.5	3.4	-92.96	-0.3	0.41	0	1515	1500	1514	1078	0.0029	344
2.9135	-1.49	3.39	-92.96	-0.12	0.66	0.06	1515	1500	1514	1078	0.0029	344
